Id, Artist, Type, Text
1, 謝賢 (M/男), 0, 我 叫 吳聚財 。 唔 聚財 。
2, 謝賢 (M/男), 0, 我 已經 唔 湊 米氣 兩 日 嘞 。 而家 扣 到 褲頭帶 都 冇 得 扣 。
3, 謝賢 (M/男), 0, 其實 我 嚟 香港 嗰陣 都 幾 聚財 嘅 ， 大把 錢 。
4, 謝賢 (M/男), 0, 住 最 豪華 嘅 酒店 ， 點 知 識 埋 晒 啲 酒肉朋友 ， 亂 咁 洗 銀紙 ， 眨 下 眼 ， 銀紙 曬光 ， 車 又 賣 埋 ， 大酒店 住 唔 起 ， 祇有 入 去 住 細 公寓 喇 。
5, 謝賢 (M/男), 0, 到 細 公寓 都 住 唔 起 ， 喀 ， 而家 住 到 石屋仔 。 其實 我 而家 石屋仔 都 住 唔 起 ， 我 已經 欠 咗 兩 個 月 租 㗎嘞 。
6, 謝賢 (M/男), 0, 好彩 個 包租婆 好 人士 ， 若果 唔 係 呀 ？ 我 睇 要 瞓 街邊 。
7, 李月清 (F/女), 0, 吳 先生 。
8, 謝賢 (M/男), 0, 死 嘞 ， 梗係 又 嚟 收租 嘞 。
9, 謝賢 (M/男), 0, 嚟 ～ ！
10, 謝賢 (M/男), 0, 丘 太 ， 我 知 嘞 ， 啲 租 ， 我 而家 即刻 收 筆 錢 ， 返 嚟 即刻 畀 你 㗎嘞 。
11, 李月清 (F/女), 0, 我 唔 係 問 你 攞 租 ， 我 見 你 咁 晏 都 未 出街 ， 想 問 下 你 食 咗 飯 未 之嘛 ～
12, 謝賢 (M/男), 0, 食飯 ？
13, 李月清 (F/女), 0, 係 囉 ， 我 今日 煮 埋 阿丘 飯 嘅 ， 點 知 佢 唔 返 嚟 食 喎 ， 天口 咁 熱 ， 啲 飯 唔 食 咗 佢 呀 ， 會 餿 㗎 。
14, 謝賢 (M/男), 0, 誒 ～ 我 應該 話 唔好意思 至 係 嘅 哈 ～ 又 唔 知 點解 又 講 唔 出 。
15, 李月清 (F/女), 0, 吳 先生
16, 謝賢 (M/男), 0, 吓 ？
17, 李月清 (F/女), 0, 你 不如 喺道 食 左 飯 出街 喇 。 大家 同屋 共 住 ， 自己人 一樣 咋嘛 。 係 ， 嚟 吖 嚟 吖 ， 扒 啖 吖 。
18, 李月清 (F/女), 0, 使 乜 客氣 啫 。
19, 謝賢 (M/男), 0, 嗱 。 嗯 ， 啲 飯 咁 香 ， 唔 理 咁 多 ， 食 咗 至 算 。
20, 謝賢 (M/男), 0, 唔 ～ 該 ！
21, 李月清 (F/女), 0, 嚟 吖 ， 食 多 碗 添 喇 ！
22, 謝賢 (M/男), 0, 其實 我 唔 知 幾 想 食 ， 不過 ， 我 知道 包租婆 明 知 我 冇 飯 食 至 可憐 我 㗎 。
23, 李月清 (F/女), 0, 嗱 ！
24, 謝賢 (M/男), 0, 啲 飯 係 幾 香 嘅 ， 不過 ， 我 係 男人大丈夫 ， 點 可以 受 人 可憐 㗎呢 ？
25, 李月清 (F/女), 0, 食 呢 ～
26, 謝賢 (M/男), 0, 丘 太 ， 我 約 咗 朋友 ， 而家 夠鐘 㗎嘞 。 我 要 去 嘞 。
27, 李月清 (F/女), 0, 吳 生 。
28, 謝賢 (M/男), 0, 去 邊 呢 ？ 去 邊道 搵錢 返 嚟 畀 包租婆 呢 ？ 所有 嘅 朋友 都 借 過 晒 ， 借 到 人哋 唔 憎 我 ， 我 都 憎 自己 。 做人 做 成 噉 ， 不如 死 咗 佢 好 過 嘞 。
